Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\Gametogenesis_Project_2022\Chlorophyll_2022\Heatwave\TP4_5_redo\20221113_CHL_tp4_tp5.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,11/13/2022,,,,,,,,,,,,,
Time,6:21:46 PM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,25.8,,,,,,,,,,,,,
Actual Temperature:,25.8,,,,,,,,,,,,,
Actual Temperature:,25.8,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.056,0.061,0.049,0.052,0.043,0.045,0.045,0.046,0.029,0.03,0.044,0.044,630
,,0.13,0.146,0.118,0.129,0.082,0.089,0.095,0.101,0.031,0.031,0.094,0.097,663
,,0.028,0.028,0.028,0.028,0.03,0.031,0.029,0.028,0.029,0.029,0.03,0.028,750
,B,0.051,0.053,0.065,0.066,0.053,0.052,0.029,0.037,0.044,0.048,0.045,0.047,630
,,0.126,0.137,0.166,0.179,0.115,0.12,0.028,0.027,0.088,0.095,0.093,0.099,663
,,0.028,0.028,0.031,0.029,0.032,0.029,0.028,0.027,0.029,0.031,0.029,0.029,750
,C,0.051,0.053,0.057,0.062,0.128,0.063,0.049,0.054,0.045,0.044,0.057,0.058,630
,,0.128,0.137,0.143,0.156,0.147,0.161,0.116,0.128,0.085,0.087,0.152,0.161,663
,,0.029,0.028,0.028,0.029,0.028,0.029,0.029,0.03,0.03,0.028,0.031,0.029,750
,D,0.059,0.063,0.066,0.067,0.063,0.065,0.052,0.056,0.07,0.074,0.066,0.069,630
,,0.144,0.158,0.141,0.15,0.158,0.169,0.127,0.139,0.173,0.187,0.16,0.172,663
,,0.029,0.03,0.038,0.038,0.028,0.028,0.028,0.028,0.029,0.029,0.028,0.028,750
,E,0.06,0.064,0.064,0.069,0.068,0.077,0.057,0.057,0.066,0.07,0.06,0.06,630
,,0.136,0.146,0.166,0.181,0.166,0.182,0.109,0.114,0.164,0.178,0.136,0.143,663
,,0.028,0.029,0.03,0.031,0.028,0.03,0.037,0.036,0.029,0.03,0.033,0.029,750
,F,0.075,0.08,0.055,0.058,0.049,0.05,0.061,0.063,0.039,0.04,0.065,0.069,630
,,0.202,0.222,0.133,0.143,0.105,0.112,0.155,0.168,0.066,0.069,0.165,0.178,663
,,0.029,0.029,0.03,0.03,0.029,0.028,0.029,0.028,0.029,0.03,0.028,0.029,750
,G,0.071,0.078,0.071,0.075,0.05,0.052,0.064,0.07,0.038,0.039,0.039,0.037,630
,,0.187,0.21,0.185,0.201,0.113,0.12,0.156,0.17,0.073,0.077,0.069,0.07,663
,,0.03,0.03,0.028,0.029,0.029,0.029,0.028,0.03,0.027,0.028,0.03,0.028,750
,H,0.049,0.052,0.029,0.028,0.03,0.029,0.031,0.031,0.03,0.032,0.035,0.03,630
,,0.102,0.111,0.029,0.028,0.03,0.029,0.03,0.031,0.03,0.032,0.035,0.03,663
,,0.028,0.029,0.028,0.028,0.03,0.029,0.03,0.03,0.029,0.032,0.035,0.03,750
