Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\Gametogenesis_Project_2022\Chlorophyll_2022\Heatwave\TP2\20220330_ACR_TP2.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,3/30/22,,,,,,,,,,,,,
Time,9:22:31 AM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,20.7,,,,,,,,,,,,,
Actual Temperature:,20.7,,,,,,,,,,,,,
Actual Temperature:,20.7,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.033,0.033,0.089,0.089,0.139,0.157,0.106,0.108,0.091,0.084,0.142,0.158,630
,,0.032,0.033,0.134,0.139,0.199,0.226,0.183,0.187,0.176,0.174,0.24,0.258,663
,,0.032,0.033,0.062,0.063,0.099,0.108,0.069,0.069,0.051,0.043,0.094,0.104,750
,B,0.099,0.104,0.09,0.096,0.115,0.405,0.091,0.108,0.148,0.182,0.158,0.163,630
,,0.154,0.163,0.165,0.178,0.181,0.459,0.181,0.202,0.288,0.33,0.356,0.364,663
,,0.071,0.073,0.054,0.057,0.085,0.347,0.057,0.068,0.077,0.101,0.08,0.079,750
,C,0.106,0.114,0.082,0.121,0.074,0.07,0.108,0.091,0.097,0.115,0.079,0.07,630
,,0.188,0.2,0.136,0.172,0.137,0.133,0.189,0.177,0.186,0.213,0.154,0.147,663
,,0.066,0.072,0.057,0.083,0.051,0.046,0.07,0.055,0.056,0.07,0.047,0.04,750
,D,0.105,0.133,0.119,0.114,0.087,0.053,0.146,0.05,0.11,0.148,0.15,0.177,630
,,0.192,0.213,0.217,0.217,0.127,0.091,0.222,0.092,0.222,0.269,0.265,0.104,663
,,0.068,0.085,0.072,0.07,0.065,0.038,0.099,0.034,0.059,0.087,0.088,0.044,750
,E,0.088,0.084,0.031,0.032,0.034,0.032,0.033,0.034,0.037,0.031,0.031,0.03,630
,,0.158,0.157,0.031,0.031,0.033,0.032,0.033,0.033,0.037,0.03,0.03,0.03,663
,,0.056,0.054,0.03,0.031,0.033,0.031,0.032,0.033,0.036,0.03,0.03,0.029,750
,F,0.032,0.03,0.032,0.032,0.032,0.031,0.032,0.034,0.031,0.032,0.03,0.031,630
,,0.031,0.029,0.032,0.032,0.032,0.031,0.032,0.034,0.031,0.031,0.03,0.031,663
,,0.031,0.029,0.031,0.031,0.031,0.03,0.031,0.033,0.03,0.031,0.03,0.031,750
,G,0.03,0.03,0.035,0.032,0.037,0.037,0.031,0.033,0.031,0.031,0.03,0.03,630
,,0.03,0.029,0.034,0.032,0.037,0.036,0.031,0.033,0.031,0.031,0.03,0.03,663
,,0.03,0.029,0.033,0.031,0.036,0.035,0.03,0.033,0.03,0.03,0.03,0.03,750
,H,0.034,0.032,0.038,0.032,0.031,0.032,0.03,0.03,0.03,0.03,0.037,0.033,630
,,0.034,0.032,0.038,0.031,0.031,0.031,0.03,0.03,0.029,0.03,0.036,0.033,663
,,0.033,0.031,0.036,0.031,0.03,0.031,0.029,0.03,0.029,0.029,0.035,0.033,750
