Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\Gametogenesis_Project_2022\Chlorophyll_2022\Heatwave\TP3\20220303_ACR_TP3_CHL.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,4/3/22,,,,,,,,,,,,,
Time,11:58:46 AM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,21.9,,,,,,,,,,,,,
Actual Temperature:,21.9,,,,,,,,,,,,,
Actual Temperature:,21.9,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.036,0.04,0.148,0.149,0.17,0.188,0.183,0.175,0.189,0.186,0.203,0.211,630
,,0.037,0.041,0.257,0.267,0.319,0.347,0.28,0.284,0.265,0.271,0.279,0.292,663
,,0.035,0.04,0.095,0.095,0.103,0.112,0.118,0.11,0.128,0.124,0.141,0.149,750
,B,0.178,0.206,0.132,0.141,0.117,0.111,0.148,0.223,0.123,0.121,0.235,0.191,630
,,0.291,0.322,0.192,0.204,0.183,0.178,0.285,0.363,0.248,0.252,0.345,0.303,663
,,0.121,0.138,0.094,0.098,0.081,0.075,0.086,0.144,0.067,0.062,0.164,0.124,750
,C,0.192,0.199,0.068,0.073,0.195,0.185,0.192,0.567,0.181,0.187,0.194,0.151,630
,,0.28,0.297,0.167,0.184,0.29,0.286,0.344,0.719,0.269,0.279,0.265,0.222,663
,,0.133,0.135,0.033,0.033,0.133,0.126,0.112,0.432,0.115,0.119,0.137,0.101,750
,D,0.15,0.241,0.168,0.154,0.243,0.213,0.205,0.222,0.216,0.482,0.183,0.18,630
,,0.342,0.44,0.252,0.248,0.41,0.391,0.376,0.403,0.381,0.645,0.283,0.282,663
,,0.077,0.141,0.111,0.099,0.155,0.131,0.12,0.133,0.129,0.353,0.117,0.114,750
,E,0.102,0.176,0.804,0.465,0.035,0.036,0.04,0.036,0.039,0.037,0.039,0.036,630
,,0.222,0.292,0.7,0.714,0.035,0.036,0.04,0.036,0.039,0.037,0.039,0.035,663
,,0.054,0.106,0.613,0.322,0.035,0.035,0.039,0.035,0.038,0.036,0.038,0.035,750
,F,0.036,0.041,0.038,0.037,0.035,0.035,0.04,0.038,0.034,0.04,0.037,0.032,630
,,0.036,0.041,0.038,0.036,0.035,0.035,0.04,0.037,0.034,0.04,0.036,0.032,663
,,0.036,0.041,0.037,0.036,0.034,0.034,0.039,0.037,0.034,0.039,0.036,0.031,750
,G,0.031,0.033,0.032,0.035,0.036,0.039,0.038,0.034,0.035,0.036,0.038,0.031,630
,,0.031,0.033,0.031,0.034,0.036,0.039,0.037,0.034,0.035,0.036,0.038,0.031,663
,,0.031,0.033,0.031,0.034,0.035,0.037,0.037,0.033,0.035,0.035,0.037,0.03,750
,H,0.033,0.032,0.038,0.036,0.035,0.039,0.03,0.034,0.031,0.03,0.036,0.03,630
,,0.032,0.032,0.037,0.035,0.035,0.039,0.03,0.034,0.031,0.03,0.036,0.03,663
,,0.032,0.031,0.037,0.035,0.034,0.038,0.03,0.033,0.031,0.03,0.035,0.03,750
