Plot Title: Mahana 11,,,,,,,
#,"Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444036, SEN S/N: 20444036)",Coupler Detached (LGR S/N: 20444036),Coupler Attached (LGR S/N: 20444036),Host Connected (LGR S/N: 20444036),Stopped (LGR S/N: 20444036),End Of File (LGR S/N: 20444036)
1,01/25/22 12:00:00 PM,28.419,Logged,,,,
2,01/25/22 12:10:00 PM,28.493,,,,,
3,01/25/22 12:20:00 PM,28.518,,,,,
4,01/25/22 12:30:00 PM,28.394,,,,,
5,01/25/22 12:40:00 PM,28.444,,,,,
6,01/25/22 12:50:00 PM,28.493,,,,,
7,01/25/22 1:00:00 PM,28.518,,,,,
8,01/25/22 1:10:00 PM,28.543,,,,,
9,01/25/22 1:20:00 PM,28.617,,,,,
10,01/25/22 1:30:00 PM,28.692,,,,,
11,01/25/22 1:40:00 PM,28.692,,,,,
12,01/25/22 1:50:00 PM,28.717,,,,,
13,01/25/22 2:00:00 PM,28.692,,,,,
14,01/25/22 2:10:00 PM,28.642,,,,,
15,01/25/22 2:20:00 PM,28.667,,,,,
16,01/25/22 2:30:00 PM,28.667,,,,,
17,01/25/22 2:40:00 PM,28.642,,,,,
18,01/25/22 2:50:00 PM,28.617,,,,,
19,01/25/22 3:00:00 PM,28.593,,,,,
20,01/25/22 3:10:00 PM,28.593,,,,,
21,01/25/22 3:20:00 PM,28.568,,,,,
22,01/25/22 3:30:00 PM,28.568,,,,,
23,01/25/22 3:40:00 PM,28.543,,,,,
24,01/25/22 3:50:00 PM,28.518,,,,,
25,01/25/22 4:00:00 PM,28.493,,,,,
26,01/25/22 4:10:00 PM,28.468,,,,,
27,01/25/22 4:20:00 PM,28.444,,,,,
28,01/25/22 4:30:00 PM,28.419,,,,,
29,01/25/22 4:40:00 PM,28.394,,,,,
30,01/25/22 4:50:00 PM,28.345,,,,,
31,01/25/22 5:00:00 PM,28.32,,,,,
32,01/25/22 5:10:00 PM,28.295,,,,,
33,01/25/22 5:20:00 PM,28.295,,,,,
34,01/25/22 5:30:00 PM,28.27,,,,,
35,01/25/22 5:40:00 PM,28.221,,,,,
36,01/25/22 5:50:00 PM,28.221,,,,,
37,01/25/22 6:00:00 PM,28.196,,,,,
38,01/25/22 6:10:00 PM,28.171,,,,,
39,01/25/22 6:20:00 PM,28.147,,,,,
40,01/25/22 6:30:00 PM,28.147,,,,,
41,01/25/22 6:40:00 PM,28.122,,,,,
42,01/25/22 6:50:00 PM,28.122,,,,,
43,01/25/22 7:00:00 PM,28.097,,,,,
44,01/25/22 7:10:00 PM,28.097,,,,,
45,01/25/22 7:20:00 PM,28.072,,,,,
46,01/25/22 7:30:00 PM,28.072,,,,,
47,01/25/22 7:40:00 PM,28.072,,,,,
48,01/25/22 7:50:00 PM,28.048,,,,,
49,01/25/22 8:00:00 PM,28.048,,,,,
50,01/25/22 8:10:00 PM,28.048,,,,,
51,01/25/22 8:20:00 PM,28.048,,,,,
52,01/25/22 8:30:00 PM,28.048,,,,,
53,01/25/22 8:40:00 PM,28.048,,,,,
54,01/25/22 8:50:00 PM,28.048,,,,,
55,01/25/22 9:00:00 PM,28.048,,,,,
56,01/25/22 9:10:00 PM,28.048,,,,,
57,01/25/22 9:20:00 PM,28.072,,,,,
58,01/25/22 9:30:00 PM,28.072,,,,,
59,01/25/22 9:40:00 PM,28.072,,,,,
60,01/25/22 9:50:00 PM,28.072,,,,,
61,01/25/22 10:00:00 PM,28.072,,,,,
62,01/25/22 10:10:00 PM,28.072,,,,,
63,01/25/22 10:20:00 PM,28.072,,,,,
64,01/25/22 10:30:00 PM,28.072,,,,,
65,01/25/22 10:40:00 PM,28.072,,,,,
66,01/25/22 10:50:00 PM,28.072,,,,,
67,01/25/22 11:00:00 PM,28.048,,,,,
68,01/25/22 11:10:00 PM,28.048,,,,,
69,01/25/22 11:20:00 PM,28.023,,,,,
70,01/25/22 11:30:00 PM,28.023,,,,,
71,01/25/22 11:40:00 PM,28.023,,,,,
72,01/25/22 11:50:00 PM,27.998,,,,,
73,01/26/22 12:00:00 AM,27.998,,,,,
74,01/26/22 12:10:00 AM,27.998,,,,,
75,01/26/22 12:20:00 AM,27.974,,,,,
76,01/26/22 12:30:00 AM,27.998,,,,,
77,01/26/22 12:40:00 AM,27.974,,,,,
78,01/26/22 12:50:00 AM,27.974,,,,,
79,01/26/22 1:00:00 AM,27.949,,,,,
80,01/26/22 1:10:00 AM,27.974,,,,,
81,01/26/22 1:20:00 AM,27.974,,,,,
82,01/26/22 1:30:00 AM,27.974,,,,,
83,01/26/22 1:40:00 AM,27.974,,,,,
84,01/26/22 1:50:00 AM,27.949,,,,,
85,01/26/22 2:00:00 AM,27.949,,,,,
86,01/26/22 2:10:00 AM,27.949,,,,,
87,01/26/22 2:20:00 AM,27.924,,,,,
88,01/26/22 2:30:00 AM,27.924,,,,,
89,01/26/22 2:40:00 AM,27.924,,,,,
90,01/26/22 2:50:00 AM,27.924,,,,,
91,01/26/22 3:00:00 AM,27.998,,,,,
92,01/26/22 3:10:00 AM,28.048,,,,,
93,01/26/22 3:20:00 AM,28.048,,,,,
94,01/26/22 3:30:00 AM,28.048,,,,,
95,01/26/22 3:40:00 AM,28.048,,,,,
96,01/26/22 3:50:00 AM,28.048,,,,,
97,01/26/22 4:00:00 AM,28.048,,,,,
98,01/26/22 4:10:00 AM,28.023,,,,,
99,01/26/22 4:20:00 AM,28.023,,,,,
100,01/26/22 4:30:00 AM,28.023,,,,,
101,01/26/22 4:40:00 AM,28.048,,,,,
102,01/26/22 4:50:00 AM,28.048,,,,,
103,01/26/22 5:00:00 AM,28.048,,,,,
104,01/26/22 5:10:00 AM,28.023,,,,,
105,01/26/22 5:20:00 AM,28.023,,,,,
106,01/26/22 5:30:00 AM,28.023,,,,,
107,01/26/22 5:40:00 AM,28.023,,,,,
108,01/26/22 5:50:00 AM,28.048,,,,,
109,01/26/22 6:00:00 AM,28.048,,,,,
110,01/26/22 6:10:00 AM,28.048,,,,,
111,01/26/22 6:20:00 AM,28.048,,,,,
112,01/26/22 6:30:00 AM,28.048,,,,,
113,01/26/22 6:40:00 AM,28.072,,,,,
114,01/26/22 6:50:00 AM,28.072,,,,,
115,01/26/22 7:00:00 AM,28.122,,,,,
116,01/26/22 7:10:00 AM,28.122,,,,,
117,01/26/22 7:20:00 AM,28.147,,,,,
118,01/26/22 7:30:00 AM,28.171,,,,,
