Plot Title: Mahana 10,,,,,,,
#,"Date Time, GMT-10:00","Temp, °C (LGR S/N: 20946645, SEN S/N: 20946645)",Coupler Detached (LGR S/N: 20946645),Coupler Attached (LGR S/N: 20946645),Host Connected (LGR S/N: 20946645),Stopped (LGR S/N: 20946645),End Of File (LGR S/N: 20946645)
1,01/25/22 12:00:00 PM,29.865,Logged,,,,
2,01/25/22 12:10:00 PM,37.37,,,,,
3,01/25/22 12:20:00 PM,28.816,,,,,
4,01/25/22 12:30:00 PM,28.419,,,,,
5,01/25/22 12:40:00 PM,28.468,,,,,
6,01/25/22 12:50:00 PM,28.543,,,,,
7,01/25/22 1:00:00 PM,28.568,,,,,
8,01/25/22 1:10:00 PM,28.593,,,,,
9,01/25/22 1:20:00 PM,28.692,,,,,
10,01/25/22 1:30:00 PM,28.717,,,,,
11,01/25/22 1:40:00 PM,28.692,,,,,
12,01/25/22 1:50:00 PM,28.717,,,,,
13,01/25/22 2:00:00 PM,28.717,,,,,
14,01/25/22 2:10:00 PM,28.667,,,,,
15,01/25/22 2:20:00 PM,28.692,,,,,
16,01/25/22 2:30:00 PM,28.667,,,,,
17,01/25/22 2:40:00 PM,28.667,,,,,
18,01/25/22 2:50:00 PM,28.617,,,,,
19,01/25/22 3:00:00 PM,28.617,,,,,
20,01/25/22 3:10:00 PM,28.593,,,,,
21,01/25/22 3:20:00 PM,28.568,,,,,
22,01/25/22 3:30:00 PM,28.568,,,,,
23,01/25/22 3:40:00 PM,28.568,,,,,
24,01/25/22 3:50:00 PM,28.493,,,,,
25,01/25/22 4:00:00 PM,28.493,,,,,
26,01/25/22 4:10:00 PM,28.493,,,,,
27,01/25/22 4:20:00 PM,28.444,,,,,
28,01/25/22 4:30:00 PM,28.444,,,,,
29,01/25/22 4:40:00 PM,28.419,,,,,
30,01/25/22 4:50:00 PM,28.369,,,,,
31,01/25/22 5:00:00 PM,28.345,,,,,
32,01/25/22 5:10:00 PM,28.345,,,,,
33,01/25/22 5:20:00 PM,28.32,,,,,
34,01/25/22 5:30:00 PM,28.295,,,,,
35,01/25/22 5:40:00 PM,28.27,,,,,
36,01/25/22 5:50:00 PM,28.245,,,,,
37,01/25/22 6:00:00 PM,28.221,,,,,
38,01/25/22 6:10:00 PM,28.221,,,,,
39,01/25/22 6:20:00 PM,28.196,,,,,
40,01/25/22 6:30:00 PM,28.171,,,,,
41,01/25/22 6:40:00 PM,28.147,,,,,
42,01/25/22 6:50:00 PM,28.147,,,,,
43,01/25/22 7:00:00 PM,28.122,,,,,
44,01/25/22 7:10:00 PM,28.122,,,,,
45,01/25/22 7:20:00 PM,28.122,,,,,
46,01/25/22 7:30:00 PM,28.097,,,,,
47,01/25/22 7:40:00 PM,28.097,,,,,
48,01/25/22 7:50:00 PM,28.097,,,,,
49,01/25/22 8:00:00 PM,28.097,,,,,
50,01/25/22 8:10:00 PM,28.097,,,,,
51,01/25/22 8:20:00 PM,28.097,,,,,
52,01/25/22 8:30:00 PM,28.097,,,,,
53,01/25/22 8:40:00 PM,28.097,,,,,
54,01/25/22 8:50:00 PM,28.097,,,,,
55,01/25/22 9:00:00 PM,28.097,,,,,
56,01/25/22 9:10:00 PM,28.122,,,,,
57,01/25/22 9:20:00 PM,28.122,,,,,
58,01/25/22 9:30:00 PM,28.122,,,,,
59,01/25/22 9:40:00 PM,28.122,,,,,
60,01/25/22 9:50:00 PM,28.122,,,,,
61,01/25/22 10:00:00 PM,28.122,,,,,
62,01/25/22 10:10:00 PM,28.122,,,,,
63,01/25/22 10:20:00 PM,28.122,,,,,
64,01/25/22 10:30:00 PM,28.122,,,,,
