Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\Gametogenesis_Project_2022\Chlorophyll_2022\Heatwave\TP4\20220413_ACR_TP4_CHL.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,4/13/22,,,,,,,,,,,,,
Time,10:11:19 AM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,22.3,,,,,,,,,,,,,
Actual Temperature:,22.3,,,,,,,,,,,,,
Actual Temperature:,22.3,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.035,0.035,0.064,0.069,0.074,0.08,0.093,0.092,0.089,0.098,0.08,0.069,630
,,0.035,0.034,0.135,0.141,0.18,0.206,0.219,0.243,0.23,0.247,0.176,0.173,663
,,0.035,0.035,0.039,0.04,0.039,0.038,0.045,0.037,0.037,0.043,0.047,0.034,750
,B,0.074,0.085,0.072,0.068,0.067,0.089,0.082,0.083,0.069,0.068,0.103,0.103,630
,,0.189,0.205,0.14,0.137,0.167,0.165,0.204,0.209,0.152,0.161,0.257,0.271,663
,,0.033,0.039,0.048,0.041,0.037,0.037,0.04,0.038,0.035,0.035,0.046,0.045,750
,C,0.095,0.081,0.065,0.064,0.065,0.066,0.055,0.081,0.065,0.081,0.059,0.063,630
,,0.208,0.206,0.126,0.133,0.15,0.156,0.106,0.103,0.102,0.103,0.111,0.12,663
,,0.053,0.036,0.043,0.04,0.038,0.038,0.043,0.04,0.047,0.045,0.039,0.043,750
,D,0.074,0.072,0.074,0.065,0.055,0.09,0.063,0.063,0.097,0.085,0.074,0.089,630
,,0.167,0.171,0.16,0.156,0.125,0.158,0.135,0.137,0.214,0.207,0.183,0.191,663
,,0.038,0.038,0.041,0.033,0.033,0.064,0.041,0.04,0.045,0.034,0.036,0.064,750
,E,0.076,0.08,0.053,0.05,0.059,0.058,0.034,0.035,0.036,0.033,0.036,0.039,630
,,0.175,0.193,0.091,0.092,0.13,0.129,0.034,0.034,0.036,0.033,0.035,0.039,663
,,0.038,0.036,0.038,0.034,0.033,0.032,0.034,0.034,0.036,0.033,0.035,0.039,750
,F,0.034,0.035,0.032,0.041,0.044,0.033,0.035,0.035,0.032,0.043,0.037,0.033,630
,,0.034,0.035,0.032,0.04,0.044,0.032,0.034,0.035,0.031,0.043,0.036,0.033,663
,,0.033,0.035,0.032,0.04,0.043,0.032,0.034,0.034,0.031,0.043,0.036,0.032,750
,G,0.036,0.033,0.033,0.032,0.032,0.034,0.033,0.034,0.033,0.034,0.033,0.032,630
,,0.035,0.033,0.033,0.032,0.032,0.033,0.033,0.034,0.033,0.034,0.033,0.032,663
,,0.035,0.033,0.033,0.032,0.031,0.033,0.032,0.033,0.032,0.033,0.032,0.031,750
,H,0.036,0.03,0.034,0.031,0.035,0.036,0.032,0.032,0.033,0.032,0.033,0.034,630
,,0.035,0.03,0.034,0.03,0.034,0.036,0.032,0.031,0.032,0.032,0.033,0.034,663
,,0.035,0.03,0.034,0.03,0.033,0.035,0.032,0.031,0.032,0.031,0.032,0.034,750
